CreditCardID;CardType;CardNumber;ExpMonth;ExpYear;ModifiedDate
2990;ColonialVoice;77773823967903;6;2007;2014-03-24
2991;Vista;11118295607061;4;2006;2012-10-17
2992;SuperiorCard;33335774933778;7;2007;2014-02-02
2993;ColonialVoice;77778059719755;12;2007;2013-07-24
2994;Vista;11113824106051;2;2006;2014-05-15
2995;Vista;11116540948498;1;2005;2013-07-13
2996;SuperiorCard;33334535979063;3;2005;2013-10-09
2997;Distinguish;55551180934705;8;2007;2014-06-13
2998;Distinguish;55552857194681;7;2005;2013-02-23
2999;Vista;11113554309749;5;2007;2011-06-21
3000;SuperiorCard;33339759677784;4;2007;2013-12-03
3001;ColonialVoice;77777200181964;9;2005;2012-04-02
3002;SuperiorCard;33334917096024;10;2008;2014-05-22
3003;ColonialVoice;77778936986044;11;2006;2014-06-18
3004;SuperiorCard;33333076820140;7;2006;2011-07-23
3005;SuperiorCard;33331304248807;2;2005;2013-06-15
3006;Vista;11112260886846;2;2006;2012-11-27
3007;Vista;11117440422543;10;2005;2014-03-30
3008;Vista;11114261494315;6;2007;2012-05-25
3009;Vista;11111007955171;11;2006;2012-12-24
3010;ColonialVoice;77775987850437;8;2007;2012-07-26
3011;Distinguish;55553683336272;6;2007;2013-11-03
3012;Vista;11113419347177;5;2005;2012-03-02
3013;Vista;11115385638296;1;2006;2013-10-09
3014;ColonialVoice;77776218837864;1;2008;2013-04-14
3015;SuperiorCard;33336055125358;3;2008;2013-07-31
3016;Distinguish;55556299918889;4;2005;2013-08-01
3017;SuperiorCard;33339248987055;4;2006;2013-12-27
3018;Vista;11111407045210;8;2005;2014-03-19
3019;Vista;11113793940139;5;2007;2013-09-27
3020;Vista;11114752396325;10;2005;2013-04-05
3021;Vista;11116955439884;6;2007;2011-11-27
3022;Distinguish;55551037862133;12;2008;2013-04-24
3023;Vista;11114337140151;10;2007;2013-08-01
3024;SuperiorCard;33334846977067;2;2006;2013-07-20
3025;ColonialVoice;77778816875017;1;2006;2012-05-17
3026;Vista;11112790865401;2;2008;2013-01-04
3027;ColonialVoice;77773463386237;2;2005;2014-01-28
3028;Distinguish;55557261112316;1;2006;2014-02-19
3029;SuperiorCard;33338192960722;1;2005;2013-07-31
3030;Distinguish;55557508326787;9;2007;2013-12-04
3031;ColonialVoice;77776299022398;6;2006;2012-11-24
3032;SuperiorCard;33336829384560;1;2005;2013-10-15
3033;ColonialVoice;77773719390201;10;2008;2013-07-19
3034;SuperiorCard;33331273127400;6;2007;2014-04-17
3035;ColonialVoice;77777771460947;2;2006;2009-12-15
3036;ColonialVoice;77773892240052;3;2007;2013-12-17
3037;Distinguish;55554518229171;1;2005;2014-05-27
3038;SuperiorCard;33338442120810;5;2006;2014-05-08
3039;SuperiorCard;33336617298530;1;2007;2014-05-05
3040;Vista;11119775599330;2;2006;2013-04-01
3041;SuperiorCard;33331162167721;7;2006;2013-07-15
3042;SuperiorCard;33335027628515;6;2007;2014-02-04
3043;Vista;11111548731015;9;2006;2011-06-03
3044;Distinguish;55553130220693;5;2006;2013-01-21
3045;Vista;11118443028728;3;2007;2013-12-10
3046;ColonialVoice;77772646907696;8;2006;2013-09-26
3047;Vista;11117990002221;12;2007;2011-08-01
3048;ColonialVoice;77776190126190;12;2007;2014-05-02
3049;SuperiorCard;33339763800674;5;2006;2011-06-05
3050;SuperiorCard;33334615824045;5;2007;2013-07-16
3051;Distinguish;55551403136948;3;2006;2014-04-15
3052;Distinguish;55558260143512;4;2006;2012-05-20
3053;ColonialVoice;77777871566941;10;2008;2013-09-26
3054;Distinguish;55558911916553;3;2006;2014-06-25
3055;ColonialVoice;77775122042330;3;2005;2014-04-20
3056;SuperiorCard;33336533661569;4;2006;2013-07-22
3057;Vista;11112494239334;12;2007;2012-02-02
3058;Distinguish;55555659415019;6;2007;2013-08-12
3059;Vista;11117732513138;4;2008;2012-06-30
3060;ColonialVoice;77779480804915;11;2007;2014-05-19
3061;ColonialVoice;77777002940811;12;2005;2012-05-06
3062;Distinguish;55555010454684;12;2007;2012-10-02
3063;ColonialVoice;77772528234905;5;2007;2013-08-18
3064;Vista;11119869902356;6;2005;2013-05-21
3065;Distinguish;55555019477793;9;2007;2013-10-16
3066;ColonialVoice;77776307818726;7;2005;2013-09-17
3067;ColonialVoice;77771591409460;12;2008;2013-11-19
3068;ColonialVoice;77771213307418;9;2006;2013-10-17
3069;Distinguish;55556748058546;12;2006;2010-01-17
3070;ColonialVoice;77777099365594;6;2007;2012-05-30
3071;Distinguish;55559324867984;4;2008;2014-06-01
3072;SuperiorCard;33332703932029;7;2005;2013-05-19
3073;ColonialVoice;77774152506693;9;2008;2013-08-21
3074;ColonialVoice;77774430903638;3;2006;2013-11-05
3075;SuperiorCard;33335424995882;12;2005;2013-11-20
3076;Vista;11112977797707;11;2005;2013-12-23
3077;Vista;11115487888455;10;2006;2012-10-23
3078;Distinguish;55555623682937;1;2005;2008-12-05
3079;Distinguish;55554613511236;3;2007;2013-04-20
3080;Distinguish;55555036990756;5;2005;2011-07-12
3081;SuperiorCard;33336245834653;8;2005;2014-04-17
3082;ColonialVoice;77774316505008;4;2005;2014-05-09
3083;ColonialVoice;77774499313004;6;2005;2014-03-15
3084;Vista;11111182234137;11;2005;2014-04-26
3085;Distinguish;55552242431697;6;2008;2014-05-22
3086;Vista;11119797588863;10;2006;2011-08-09
3087;Distinguish;55557715952737;1;2005;2013-03-10
3088;SuperiorCard;33336329296324;11;2005;2011-10-01
3089;ColonialVoice;77779258906017;5;2006;2014-02-13
3090;ColonialVoice;77773559237345;12;2006;2014-04-12
3091;ColonialVoice;77774313092312;11;2008;2013-10-07
3092;Vista;11111175812840;5;2005;2012-04-07
3093;ColonialVoice;77773393636307;2;2008;2014-03-03
3094;Vista;11112775298968;1;2005;2011-11-23
3095;Distinguish;55553552937250;1;2007;2013-11-26
3096;Distinguish;55553446081193;10;2008;2013-10-30
3097;SuperiorCard;33332867276905;12;2007;2014-03-11
3098;ColonialVoice;77776248196850;4;2005;2013-11-09
3099;Distinguish;55553982492914;5;2005;2013-07-30
3100;Distinguish;55552296573274;8;2007;2013-10-01
3101;Vista;11116923782674;1;2006;2014-03-24
3102;Vista;11115207973013;3;2006;2013-10-27
3103;SuperiorCard;33336586219014;1;2006;2014-04-20
3104;Distinguish;55557791760901;8;2008;2013-11-22
3105;Vista;11119034933340;8;2008;2012-02-02
3106;SuperiorCard;33338166504971;12;2008;2014-03-03
3107;Vista;11112360633764;7;2007;2011-11-27
3108;SuperiorCard;33337731824695;9;2007;2013-10-03
3109;SuperiorCard;33339100358170;5;2008;2011-09-08
3110;SuperiorCard;33339993060158;4;2008;2013-07-05
3111;Distinguish;55554066970906;3;2005;2013-09-24
3112;ColonialVoice;77774682597976;7;2008;2013-08-29
3113;Vista;11113328989238;11;2005;2013-07-06
3114;ColonialVoice;77776202467662;6;2005;2013-12-09
3115;SuperiorCard;33337161015742;11;2007;2013-01-09
3116;Vista;11111192880743;12;2007;2013-12-19
3117;Vista;11119604342068;6;2005;2014-01-15
3118;SuperiorCard;33333776328061;5;2007;2014-01-11
3119;Distinguish;55558851839917;2;2007;2013-12-28
3120;ColonialVoice;77774637971414;1;2008;2012-08-03
3121;Distinguish;55553704502664;8;2007;2013-11-23
3122;Vista;11117714569872;3;2007;2012-05-21
3123;SuperiorCard;33338529357239;7;2005;2014-05-14
3124;SuperiorCard;33338703443645;1;2006;2012-10-01
3125;Vista;11112931607287;5;2008;2009-02-21
3126;ColonialVoice;77778953859388;7;2006;2014-05-24
3127;SuperiorCard;33337941085083;11;2006;2008-03-21
3128;ColonialVoice;77773036525998;5;2007;2014-04-05
3129;SuperiorCard;33338560656011;12;2007;2013-01-17
3130;ColonialVoice;77775844064034;4;2007;2012-07-16
3131;ColonialVoice;77778875871882;3;2008;2013-10-17
3132;SuperiorCard;33339326342742;4;2005;2013-11-15
3133;ColonialVoice;77775441231643;4;2007;2013-09-17
3134;Distinguish;55551362773864;7;2006;2012-10-26
3135;SuperiorCard;33337065239685;2;2006;2013-09-27
3136;Distinguish;55558011323147;2;2006;2012-06-28
3137;Distinguish;55559642000479;6;2007;2013-12-05
3138;Distinguish;55554580002565;8;2006;2014-06-18
3139;Distinguish;55557533364072;12;2007;2014-05-16
3140;Vista;11115722682673;3;2008;2012-10-21
3141;Vista;11118642291219;9;2007;2014-06-12
3142;Vista;11112308519433;2;2008;2013-12-11
3143;Vista;11116600939913;9;2005;2013-10-12
3144;SuperiorCard;33339839086176;1;2006;2013-02-04
3145;Vista;11119528746990;12;2008;2013-01-23
3146;SuperiorCard;33334315405722;5;2008;2012-03-20
3147;Vista;11111018232698;3;2007;2013-10-12
3148;Distinguish;55556254310373;2;2005;2011-05-31
3149;Distinguish;55559692983966;8;2005;2014-01-07
3150;Vista;11117344285901;11;2006;2014-06-01
3151;Vista;11113055468671;10;2008;2013-11-14
3152;Vista;11114276162781;12;2007;2012-04-28
3153;ColonialVoice;77774018136595;9;2007;2013-11-18
3154;SuperiorCard;33337021107278;7;2005;2012-08-18
3155;SuperiorCard;33331980591307;7;2006;2011-11-25
3156;Vista;11115910170504;12;2008;2013-07-11
3157;Distinguish;55557724318537;7;2006;2012-06-30
3158;Vista;11114767079967;5;2006;2013-07-13
3159;ColonialVoice;77777834857701;9;2006;2014-06-06
3160;ColonialVoice;77778846274888;3;2007;2014-03-13
3161;SuperiorCard;33338387660081;1;2007;2013-12-04
3162;Distinguish;55553572881291;2;2006;2014-01-17
3163;SuperiorCard;33335573993952;5;2006;2014-03-11
3164;ColonialVoice;77777036532886;9;2007;2013-05-11
3165;SuperiorCard;33337723686039;12;2005;2012-03-13
3166;ColonialVoice;77778787373660;11;2008;2013-07-13
3167;Distinguish;55558544068224;10;2005;2013-11-03
3168;Distinguish;55552045609089;12;2008;2011-12-22
3169;SuperiorCard;33331429303611;5;2007;2013-12-16
3170;Distinguish;55551944252622;2;2005;2009-01-14
3171;ColonialVoice;77774973625736;10;2005;2012-10-04
3172;SuperiorCard;33333203881372;5;2006;2014-02-01
3173;Vista;11118336732321;9;2006;2011-07-01
3174;SuperiorCard;33332153231616;6;2007;2013-07-22
3175;ColonialVoice;77778032851494;1;2006;2013-07-21
3176;ColonialVoice;77771604001467;6;2007;2011-09-28
3177;Vista;11119496114917;12;2005;2011-10-28
3178;Vista;11114506550731;8;2007;2013-05-13
3179;SuperiorCard;33335429814251;6;2005;2014-05-18
3180;SuperiorCard;33337264533082;2;2008;2012-05-20
3181;ColonialVoice;77774441477283;9;2008;2014-04-30
3182;Vista;11119960849747;7;2005;2010-02-06
3183;SuperiorCard;33335457056746;4;2008;2013-10-17
3184;ColonialVoice;77779483708560;2;2008;2014-04-16
3185;SuperiorCard;33338206732748;1;2006;2014-05-26
3186;ColonialVoice;77771373763149;8;2006;2014-02-07
3187;SuperiorCard;33332899944651;10;2007;2014-04-26
3188;SuperiorCard;33335691395384;7;2008;2014-02-09
3189;ColonialVoice;77771373831648;12;2005;2013-09-13
3190;Vista;11119987248426;8;2006;2013-06-30
3191;Vista;11113988089982;1;2008;2014-03-13
3192;Vista;11112170039935;11;2008;2014-04-10
3193;SuperiorCard;33334161046344;4;2008;2013-08-02
3194;SuperiorCard;33338017105292;1;2008;2013-10-14
3195;SuperiorCard;33337128787225;8;2007;2013-11-17
3196;Vista;11112410858646;6;2005;2014-03-03
3197;SuperiorCard;33337201692309;10;2005;2013-12-10
3198;Distinguish;55556005934254;8;2006;2014-03-10
3199;Distinguish;55552637903655;5;2008;2013-09-15
3200;Vista;11113373373815;12;2007;2013-12-29
3201;Distinguish;55556988599877;6;2008;2014-04-08
3202;Vista;11117082862902;1;2007;2013-05-24
3203;ColonialVoice;77772525379796;11;2007;2014-06-06
3204;Vista;11112834365850;11;2008;2013-12-07
3205;ColonialVoice;77777084760463;10;2005;2013-11-26
3206;Distinguish;55554588233045;12;2007;2011-12-30
3207;Vista;11112221451140;3;2007;2012-07-20
3208;Vista;11111865674866;11;2005;2013-08-15
3209;ColonialVoice;77779641104216;6;2006;2014-04-26
3210;SuperiorCard;33332082507699;4;2006;2012-01-03
3211;Vista;11112731534237;7;2008;2008-12-17
3212;ColonialVoice;77777330442312;6;2006;2013-09-22
3213;ColonialVoice;77779940680256;9;2008;2012-12-14
3214;Distinguish;55552767797434;12;2008;2014-06-23
3215;Vista;11119682931512;7;2005;2012-08-30
3216;Vista;11118405627804;3;2008;2012-12-13
3217;Vista;11111928376808;6;2005;2013-07-11
3218;ColonialVoice;77772660718432;2;2008;2012-05-16
3219;Distinguish;55557878808850;11;2005;2013-12-06
3220;ColonialVoice;77775921977333;1;2006;2014-03-08
3221;ColonialVoice;77777035083426;8;2005;2013-12-24
3222;ColonialVoice;77775894006409;1;2008;2013-08-31
3223;Distinguish;55554344898622;4;2007;2014-06-01
3224;Distinguish;55557529647155;1;2007;2013-09-08
3225;SuperiorCard;33338311946949;9;2007;2013-07-26
3226;Distinguish;55559817581793;7;2007;2014-02-15
3227;Distinguish;55558861073287;7;2007;2008-12-26
3228;SuperiorCard;33333916655731;3;2006;2013-04-10
3229;SuperiorCard;33336144834379;4;2008;2013-05-28
3230;SuperiorCard;33331977306346;12;2005;2014-03-01
3231;SuperiorCard;33339909205776;8;2007;2013-12-01
3232;Vista;11116260946829;5;2008;2014-03-19
3233;Vista;11119852544323;4;2006;2013-04-06
3234;SuperiorCard;33335072248460;12;2008;2011-09-05
3235;Distinguish;55558200814779;10;2006;2011-05-31
3236;Vista;11116720632828;5;2007;2013-09-07
3237;Distinguish;55551044819905;8;2008;2013-08-02
3238;ColonialVoice;77779497180579;9;2006;2014-05-28
3239;Vista;11111487388879;6;2007;2013-12-31
3240;SuperiorCard;33332073099446;5;2008;2014-02-18
3241;Distinguish;55559682448844;9;2007;2013-09-09
3242;SuperiorCard;33338804699413;7;2006;2012-07-10
3243;SuperiorCard;33337518673054;4;2008;2012-03-06
3244;Distinguish;55555808806535;10;2005;2011-10-19
3245;Distinguish;55551574019497;4;2008;2013-10-06
3246;SuperiorCard;33333762761079;10;2006;2012-04-18
3247;SuperiorCard;33337287711471;12;2008;2013-01-17
3248;Distinguish;55551750062491;5;2006;2013-10-06
3249;SuperiorCard;33335497512422;9;2008;2013-09-27
3250;SuperiorCard;33339303329887;6;2007;2014-03-31
3251;SuperiorCard;33334924366152;7;2008;2013-11-14
3252;ColonialVoice;77777838577608;4;2007;2014-05-29
3253;ColonialVoice;77775670242678;5;2005;2014-03-01
3254;SuperiorCard;33335037852183;2;2007;2013-09-22
3255;Distinguish;55557076088843;12;2007;2012-07-25
3256;ColonialVoice;77779101973554;9;2005;2013-08-16
3257;ColonialVoice;77779782566494;10;2005;2012-09-01
3258;Distinguish;55559945492978;7;2008;2014-02-04
3259;Vista;11113216699184;10;2005;2014-03-31
3260;Distinguish;55557368188822;7;2007;2013-08-17
3261;ColonialVoice;77777944490879;1;2008;2008-01-26
3262;Distinguish;55554118569028;8;2006;2011-07-10
3263;Vista;11117951493777;6;2006;2012-05-12
3264;ColonialVoice;77775947030833;9;2007;2013-04-28
3265;Distinguish;55559900176552;2;2005;2014-05-24
3266;SuperiorCard;33334181152025;1;2005;2014-04-10
3267;Vista;11115250967716;2;2008;2013-11-26
3268;ColonialVoice;77778484823981;2;2008;2014-05-01
3269;Distinguish;55551620361006;10;2005;2013-09-01
3270;ColonialVoice;77773616534751;5;2007;2013-08-26
3271;SuperiorCard;33336335010719;2;2008;2013-09-07
3272;SuperiorCard;33335320133348;4;2007;2014-01-20
3273;SuperiorCard;33332175698423;6;2005;2013-09-02
3274;Vista;11111937751780;2;2008;2011-07-01
3275;Vista;11111980917349;8;2007;2013-08-06
3276;Vista;11117018970102;6;2008;2013-12-31
3277;SuperiorCard;33337237796049;8;2007;2014-01-19
3278;Distinguish;55553092047959;12;2006;2014-04-18
3279;ColonialVoice;77774993026881;6;2006;2011-10-15
3280;SuperiorCard;33333971068613;5;2005;2014-02-16
3281;SuperiorCard;33335589643994;10;2006;2014-04-10
3282;SuperiorCard;33337481183785;5;2007;2013-10-03
3283;ColonialVoice;77778361287763;2;2007;2012-03-24
3284;SuperiorCard;33333168849575;2;2008;2014-03-30
3285;SuperiorCard;33332388527081;7;2008;2014-05-25
3286;ColonialVoice;77771225570203;11;2008;2012-02-10
3287;ColonialVoice;77776910001246;5;2006;2013-06-21
3288;ColonialVoice;77777423260190;11;2007;2012-03-27
3289;Vista;11112595718219;4;2007;2013-06-30
3290;ColonialVoice;77775450967940;4;2006;2013-12-28
3291;SuperiorCard;33333847607940;9;2008;2013-01-02
3292;Distinguish;55552501171215;7;2008;2013-08-27
3293;Vista;11112932993253;9;2005;2011-11-15
3294;Vista;11112956030142;7;2006;2013-09-17
3295;ColonialVoice;77774889680164;5;2006;2012-01-07
3296;Distinguish;55558701777117;2;2008;2013-07-11
3297;Distinguish;55556402863648;12;2008;2013-01-20
3298;ColonialVoice;77771706401780;2;2007;2013-02-17
3299;ColonialVoice;77779584458689;9;2006;2014-05-08
3300;Vista;11115445731076;1;2008;2013-08-16
3301;SuperiorCard;33337861836166;5;2005;2013-10-08
3302;ColonialVoice;77775411216345;8;2008;2013-08-05
3303;ColonialVoice;77778883973453;2;2007;2013-12-04
3304;Vista;11113881695474;10;2006;2012-12-25
3305;ColonialVoice;77776138227558;8;2008;2014-04-14
3306;ColonialVoice;77776318070203;11;2008;2013-08-11
3307;Vista;11112601292278;8;2007;2012-09-01
3308;Distinguish;55555674119238;5;2007;2013-11-16
3309;Distinguish;55556534719361;12;2007;2014-04-03
3310;SuperiorCard;33334284207919;3;2008;2013-09-23
3311;SuperiorCard;33334349381227;4;2006;2013-08-19
3312;SuperiorCard;33334762731841;4;2007;2014-01-25
3313;Vista;11113649307644;3;2007;2014-06-21
3314;ColonialVoice;77774377844853;3;2008;2012-12-23
3315;SuperiorCard;33337386364714;12;2006;2014-02-01
3316;Vista;11116474284836;9;2005;2014-05-15
3317;SuperiorCard;33336084592387;7;2006;2009-02-01
3318;ColonialVoice;77773173255243;11;2005;2012-06-30
3319;Vista;11116122804567;2;2006;2014-03-04
3320;Vista;11114766239542;1;2007;2014-01-18
3321;ColonialVoice;77773505384621;6;2006;2012-02-24
3322;Vista;11119450739102;1;2008;2014-02-22
3323;SuperiorCard;33336761823173;10;2006;2011-12-11
3324;ColonialVoice;77778575674505;8;2006;2014-03-27
3325;Distinguish;55559196454798;1;2007;2013-09-12
3326;SuperiorCard;33336115312170;9;2005;2012-06-03
3327;SuperiorCard;33337698910166;11;2008;2014-05-24
3328;ColonialVoice;77772689900946;6;2005;2013-08-11
3329;Distinguish;55554429565202;9;2005;2013-10-29
3330;ColonialVoice;77776304104597;6;2008;2014-03-25
3331;Distinguish;55557319229118;1;2008;2013-07-20
3332;Vista;11119041946539;2;2005;2013-01-13
3333;Distinguish;55557734604455;12;2005;2013-07-26
3334;Distinguish;55554272000459;1;2006;2014-05-09
3335;Vista;11112138043630;1;2005;2013-05-26
3336;SuperiorCard;33337410313074;3;2005;2014-03-22
3337;Vista;11113072770433;4;2008;2014-04-15
3338;Vista;11113979350837;2;2006;2013-12-17
3339;ColonialVoice;77778985584287;10;2005;2011-08-31
3340;Vista;11111119684519;8;2005;2014-03-13
3341;Distinguish;55559808407455;11;2008;2012-11-03
3342;SuperiorCard;33333506148799;2;2007;2012-11-22
3343;Distinguish;55552541781258;9;2007;2013-07-31
3344;ColonialVoice;77771547879162;3;2006;2014-03-15
3345;Distinguish;55551525329746;8;2007;2011-12-23
3346;ColonialVoice;77777864621589;2;2005;2012-03-22
3347;Distinguish;55551806003174;1;2006;2013-10-25
3348;ColonialVoice;77777802927334;3;2008;2012-05-17
3349;Distinguish;55555802425443;7;2007;2012-10-31
3350;ColonialVoice;77771413242454;1;2007;2014-06-27
3351;SuperiorCard;33332641563613;6;2005;2013-01-05
3352;Vista;11114180940517;12;2006;2013-07-15
3353;ColonialVoice;77774893684953;7;2005;2013-12-24
3354;Distinguish;55555739717225;3;2005;2013-11-02
3355;ColonialVoice;77773089731904;10;2006;2013-11-01
3356;ColonialVoice;77779004928039;3;2007;2007-12-30
3357;Vista;11111252081200;1;2007;2014-05-29
3358;SuperiorCard;33335765382217;9;2006;2013-03-27
3359;ColonialVoice;77777065816774;11;2006;2013-09-21
3360;ColonialVoice;77778464300593;6;2008;2014-02-27
3361;ColonialVoice;77775560530543;5;2005;2014-04-03
3362;Distinguish;55553364608300;8;2008;2013-03-24
3363;Vista;11113547315349;7;2008;2012-05-06
3364;Distinguish;55559356243264;1;2007;2013-09-14
3365;Vista;11117535067606;10;2007;2013-05-30
3366;ColonialVoice;77779083474106;12;2006;2013-07-04
3367;Distinguish;55557204893478;9;2008;2013-08-30
3368;ColonialVoice;77772781285058;1;2006;2011-07-01
3369;Distinguish;55555441629648;7;2008;2014-05-07
3370;Distinguish;55556253441547;9;2007;2013-09-01
3371;ColonialVoice;77773749825982;6;2006;2012-06-29
3372;Distinguish;55555614148317;1;2007;2012-06-09
3373;Distinguish;55556707251385;3;2006;2013-08-17
3374;ColonialVoice;77776812905296;1;2006;2014-04-05
3375;SuperiorCard;33334573110033;12;2006;2011-09-18
3376;SuperiorCard;33332938134443;3;2007;2011-07-11
3377;ColonialVoice;77777939956628;2;2006;2013-10-14
3378;Vista;11111703255995;6;2006;2013-12-10
3379;SuperiorCard;33331569883260;6;2005;2014-06-13
3380;Distinguish;55554336128781;9;2007;2014-02-15
3381;Vista;11113217217399;12;2006;2013-07-23
3382;Distinguish;55557725088425;1;2007;2013-04-10
3383;SuperiorCard;33337845784970;5;2007;2014-04-04
3384;Vista;11117536417218;6;2006;2013-07-29
3385;ColonialVoice;77772696455250;3;2008;2012-06-25
3386;Vista;11117067186484;12;2008;2012-05-25
3387;Distinguish;55559354628858;5;2007;2012-10-09
3388;SuperiorCard;33336916881503;8;2005;2013-05-11
3389;SuperiorCard;33336203380791;11;2006;2014-03-15
3390;Vista;11118693688180;1;2005;2014-01-20
3391;Distinguish;55553233224404;8;2007;2013-03-11
3392;ColonialVoice;77777378038825;4;2008;2013-05-30
3393;SuperiorCard;33333570131174;7;2006;2013-03-12
3394;Vista;11116598450651;11;2007;2013-11-12
3395;ColonialVoice;77777079938926;1;2006;2014-01-13
3396;Vista;11116205110714;11;2008;2011-08-30
3397;Vista;11113391346525;12;2006;2014-03-23
3398;SuperiorCard;33333835306118;3;2006;2013-08-06
3399;Distinguish;55558443227798;6;2007;2013-11-05
3400;Distinguish;55551212932514;2;2007;2014-04-19
3401;Vista;11118827830178;8;2008;2014-06-05
3402;ColonialVoice;77779719838210;5;2008;2008-11-25
3403;ColonialVoice;77775307974531;1;2008;2013-07-31
3404;Distinguish;55554338905440;12;2005;2013-09-20
3405;ColonialVoice;77775085420421;11;2008;2014-04-04
3406;Distinguish;55553570677423;8;2006;2013-08-30
3407;Distinguish;55552858703451;2;2006;2011-10-18
3408;SuperiorCard;33335392767840;2;2008;2012-07-25
3409;SuperiorCard;33339740485902;7;2006;2012-09-29
3410;Vista;11113962110896;9;2006;2013-08-17
3411;SuperiorCard;33339022278957;5;2006;2012-05-25
3412;SuperiorCard;33331987618993;7;2005;2011-09-19
3413;Vista;11114455357967;3;2008;2013-04-07
3414;Distinguish;55555768466856;11;2008;2012-06-25
3415;Vista;11112516568353;6;2005;2013-11-22
3416;SuperiorCard;33336277724526;8;2005;2013-02-08
3417;Distinguish;55552621449070;2;2005;2014-04-26
3418;Vista;11111681101284;4;2008;2013-02-12
3419;SuperiorCard;33339897061334;6;2005;2014-05-15
3420;Distinguish;55552223088257;5;2005;2014-01-18
3421;SuperiorCard;33336707201228;9;2006;2012-05-19
3422;Distinguish;55554059067874;2;2006;2008-12-27
3423;Vista;11111972017537;10;2008;2014-05-28
3424;Distinguish;55551023275908;9;2007;2011-11-02
3425;ColonialVoice;77775711841780;12;2008;2013-08-04
3426;Distinguish;55552532834144;5;2005;2012-12-10
3427;SuperiorCard;33337296203298;8;2006;2013-07-07
3428;Vista;11119878471762;12;2005;2013-10-22
3429;Distinguish;55556105912559;7;2007;2013-02-19
3430;Vista;11114268526034;2;2006;2013-09-04
3431;Distinguish;55558725030781;12;2008;2014-02-14
3432;ColonialVoice;77778909891146;2;2006;2013-10-08
3433;Vista;11118616196254;10;2005;2013-08-01
3434;SuperiorCard;33339000161321;9;2006;2009-01-11
3435;SuperiorCard;33336248442505;3;2005;2013-08-25
3436;Distinguish;55555970590491;10;2007;2013-09-26
3437;Distinguish;55558754386940;6;2005;2012-11-01
3438;ColonialVoice;77774192283621;3;2006;2013-11-05
3439;ColonialVoice;77775005818043;8;2007;2011-09-19
3440;Vista;11116340154200;10;2005;2014-04-02
3441;SuperiorCard;33339161888159;3;2007;2009-02-27
3442;ColonialVoice;77779088942907;2;2007;2012-10-29
3443;Distinguish;55551135589609;5;2006;2014-03-18
3444;Vista;11111347892381;9;2005;2014-04-21
3445;SuperiorCard;33331278776463;1;2005;2012-02-21
3446;Distinguish;55558429844888;4;2007;2013-02-13
3447;Vista;11111626993168;1;2005;2013-10-20
3448;ColonialVoice;77771402586857;3;2006;2013-11-08
3449;ColonialVoice;77778533837031;7;2007;2013-10-18
3450;ColonialVoice;77779704788158;11;2007;2014-02-13
3451;Distinguish;55551523976642;3;2008;2013-08-27
3452;Distinguish;55552908662539;10;2005;2013-11-24
3453;Distinguish;55556225947530;6;2008;2012-06-30
3454;ColonialVoice;77775931722716;11;2005;2013-11-17
3455;SuperiorCard;33331706447312;4;2005;2010-01-15
3456;ColonialVoice;77778682485552;11;2005;2014-02-18
3457;SuperiorCard;33332437514514;2;2007;2009-01-05
3458;Distinguish;55555722586598;8;2007;2013-02-25
3459;Vista;11117428986586;7;2007;2013-05-25
3460;ColonialVoice;77778715276843;3;2006;2011-07-05
3461;Distinguish;55552808839522;2;2005;2014-06-02
3462;Vista;11113435691446;11;2005;2013-07-20
3463;Vista;11119493255692;8;2005;2013-09-16
3464;Vista;11112043523639;11;2006;2013-09-15
3465;ColonialVoice;77776728329692;12;2007;2012-07-31
3466;Vista;11117334632756;10;2007;2013-07-16
3467;SuperiorCard;33335068948462;3;2005;2013-11-24
3468;SuperiorCard;33333528328415;11;2007;2012-07-21
3469;Distinguish;55551300465271;1;2007;2013-11-10
3470;ColonialVoice;77779859079298;11;2006;2013-11-09
3471;SuperiorCard;33331793460713;8;2008;2012-11-27
3472;SuperiorCard;33335531627239;9;2005;2014-01-07
3473;Distinguish;55558249097709;7;2006;2014-02-07
3474;SuperiorCard;33331349469469;1;2006;2014-02-26
3475;ColonialVoice;77773199305207;3;2007;2013-07-08
3476;Distinguish;55551892027207;8;2006;2014-06-15
3477;Distinguish;55556151454430;1;2007;2011-12-30
3478;Vista;11112687435670;1;2006;2014-04-30
3479;Distinguish;55559510174066;6;2006;2012-10-10
3480;Vista;11118889054311;10;2008;2012-05-06
3481;SuperiorCard;33332301585103;11;2008;2014-01-15
3482;SuperiorCard;33331263533380;6;2007;2013-07-06
3483;Distinguish;55552940414870;11;2007;2011-11-03
3484;SuperiorCard;33333994391837;2;2007;2013-05-08
3485;Vista;11117307159894;5;2008;2013-08-18
3486;ColonialVoice;77773546218028;6;2007;2013-07-09
3487;Distinguish;55552682471162;6;2007;2013-08-12
3488;SuperiorCard;33339815533656;4;2005;2013-02-03
3489;Vista;11112532422765;1;2005;2012-08-23
3490;Distinguish;55557002058080;12;2005;2012-07-31
3491;Vista;11116011285051;7;2005;2013-11-27
3492;Distinguish;55551639549376;5;2007;2012-05-30
3493;SuperiorCard;33338896817663;8;2007;2014-03-27
3494;ColonialVoice;77771313884573;10;2006;2014-04-16
3495;Distinguish;55557401410724;11;2005;2012-07-08
3496;Distinguish;55551058596070;5;2008;2014-02-03
